,Content_Clean,cluster,action_cluster
448,작성자님이 많이 힘드셨겠다는 생각이 드네요 제가 해드릴수있는건 공감밖에 없지만 작성자님이 할 수 있는건 많아질거에요 그리고 정신과는 진짜 다니시는걸 추천드려요 저는 다니면서 점점 나아지고있거든요 그다지 무서운 분위기도 아니고욤 가신다면 집 근처를 추천드려요 우울함에서 벗어나는 방법은 사람마다 다르니까 말씀드릴순 없지만 저는 음악을 듣는편이에요 그리고 자해는 힘드니깐 하시는거잖아요 힘들지 않아져야 벗어날수있을거에요 힘든 일을 격파해버리세요 친구들이랑 통화도 많이하시고 부모님께 진지하게 친구와 만나고싶다고 말씀드려보시는건 어떨까요 울지 않고 화내지 않거 해야 설득된다네요 감정기복이나 우울증에 좋은 영양제 소개해줄께 칼슘앤 마그네슘 비타민 활력 비타민 비타민 로디올라 로지아 오메가 혹시 자기전에 필요한거면 밤에 자기전에는 가바를 추천해그리고 자해 충돌은 손목에 노란 고무줄 차고 틩기면 좋다고 들었어,0,2
453,우울하지 않게한가지 일에 집중하세요외로울때혼자말 하는것도도움이 됩니다 친한 사람이 있다면카카오톡으로 대화 해봐요안녕하세요 교육부 학교생활컨설턴트입니다 마음에 상처를 받으면 오래남아 고민이신 것 같네요그 기간이 오래갈 뿐만아니라 신체반응에도 영향을 미칠만큼 상당하여 마음의 어려움이 크시겠어요 질문자님께서 유독 상처받는 부분이 무엇이 있을까요 어떤 부분에서 유독 연약하다고 여기는지 곰곰히 생각해보시고 글로 한번 차분히 적어보시길 권해드립니다 나의 상처를 그 누구보다 잘 케어할 수 있는 사람은 바로 나 자신입니다 내가 어느부분에서 유독 예민하게 받아들이는지 그 원인이 무엇이라 생각하는지그렇게 생각하게 된 이유가 무엇인지 다르게 해석할 순 없을까 고민해보는 것입니다 사건 자체가 영향을 주는 경우도 있지만 어떤 사건이나 상황을 어떻게 해석하느냐에 따라 우리의 감정이 크게 달라질 수 있습니다 한번 스스로에게 시간을 주어 적어내려가 보았음 좋겠습니다 그리고 타인의 말과 행동에 영향을 받기보다 스스로 내면의 목소리에 의해 움직이는 질문자님이 되시길 응원합니다 더하여 안좋은 기분을 묵히거나 억압하지 마시고 어떤 형식으로든 풀어내시길 바랍니다 개인적인 취미활동이나 마음에 맞는 친구와 이야기를 나누거나 운동하거나 여러 방법으로 스트레스를 꼭 해소해주세요조금이나마 도움이 되었길 바랍니다 힘내세요교육부 학교생활컨설턴트 드림힘내시길 바래요,0,1
454,안녕하세요두번째 콩쿨이 생각한것 처럼 안되어서 속상한가보네요이제 두번째인거잖아요 다음이 또 있어요 세번째 콩쿨 네번째 콩쿨이 또 있단 말이에요 더 독하게 열심히 연습해서 그때에는 좋은 성적을 받으면 됩니다 열심히 안해서 안좋은 성적을 받을 수도 있지만살다보면 정말 열심히 했어도 컨디션이 안좋았거나 하면 실수로 인해 안좋은 성적을 받을 수 있어요그러면 다시 확 털고 일어나서그 다음은 내가 다 이겨버리겠다는 마음으로 독하게 열심히 하시면 됩니다화이팅 응원합니다 세번째 콩쿨은 제일 좋은 연주를 할 수 있도록,0,4
459,저 같은경우는 제가 형이라서 그런지 몰라도 아무일도 일어나지 않았는데도 기분이 우울하거나 아니면 갑자기 좋아지거나 그런적이 많은데 기분이 우울할 때는 그냥 제가 좋아하는 거를 합니다 저는 친구랑 술마시는 걸 좋아하는데 친구랑 술마시면서 이런저런 예기를 하면은 기분도 풀어집니다 그리고 형이 먹는 걸 좋아한다고 합니다 그래서 먹을게 있으면 못 참고 먹는다고 하는데 술마시면서 안주도 먹고 당연히 제가 좋아하는 안주로 시키지요 형친구가 좋아하는 음식을 먹으면서 예기를 하면은 풀리지 않을까요 사람들은 자신들이 믿는 내용만 그대로 믿고 자신이 믿는 것에 대해 반하는 내용은 무시하려는 경향이 있습니다 자신이 믿는 것이 허구라는 주장이 있으면왜 그런가에 대해서 진지하게 고민을 해볼 필요가 있습니다 과학을 한다는 사람들 의학을 한다는 사람들 대부분이혈액형과 체질 혈액형과 성격 혈액형과 다이어트 방법 등을 전혀 믿지 않습니다 에서 신문에서 인터넷에서 혈액과 관련되어 나오는 말들이 아무리 많아도그게 진실과 거리가 먼 것이라면 문제가 있는 것입니다,0,4
461,대학가면 다 잊을 거예요 파이팅해요일탈 한 번만 해보세요막 담배피고 술먹어라 이게 아니라하루 정도는 다 내려놓고 놀러간다거나 그냥 버스 타고 종점까지가보기 이런 리프레쉬할 것들이요원래 한 번씩 생각정리도 해줘야 하는 거예요그리고 너무 조급해 하지 말고 아직 시간 많다고생각하고 여유롭게 하시고요사랑해요저도 같은 입장입니다 정말 가끔씩은 버티기 힘들만큼의 압박감과 우울함이 몰려올때가 있죠 그럴때마다 저는 우울감에 빠지지 않도록 합니다 혼자 잡념에 잠겨있다는걸 인식하면 달달한걸 먹거나 좋아하는 노래를 듣거나 합니다 우울한거 말고 멘탈관리는 좀 쉬운 문제 풀다보면 자신감이 생기더라고요 질문자님과 저 같이 힘냈으면 합니다,0,3
462,본인이 능력이 없다고 하면서 답을 모른다는 건 자기 개발을 할 생각은 없는건가요 우선은 직업부터 구하세요,0,1
466,자꾸 우울한생각하면 더 그런생각에 깊이 빠져요 기분 나쁜 생각 나지않게 취미나 집중해서 할수있는걸 해보세요 운동같은걸 하면 다른생각안들고 몸에도 좋구요 채택부탁드려요 살다 보면 이런 일 저런 일을 다 겪지요 조금만 좋으면 팔짝팔짝 뛰고 조금만 슬프면 감정은 한없이 나락으로 떨어지고 그게 우리네 인생살이가 아니겠어요 죽을 만큼 힘든 일도 저기 우주에서 보면 티끌보다 더 작은 일이에요 이 하찮은 일에 내가 이렇게 지배당해서 된단 말이야 이렇게 크게 생각하며 심호흡 한 번 하고 털어버리세요 오늘은 슬프고 힘든 일이었지만 시간이 지나면 기쁜 일이 찾아올 거예요 힘내세요 화이팅,0,4
470,현재에 집중하셔야죠 스스로도 과거의 원인을 아셨으니행동적 요소로 인해 상대가 상처를 입었다 자각하고 이런 행동을 하면 나에게나 상대에게나 좋은 결과가 일어나지 않는구나 라는 것을 깨닫는 것이죠 그리고 지금의 삶을 살아가야죠 과거의 기억을 현재로 계속 가지고 오면 현재가 과거의 기억속에서 슬퍼지는 것이랍니다 아주 쉬운 이치랍니다 현재는 현재 충실해야할 일에 즐거움을 가질려고 최선을 다하세요 오늘 저녁 당장 사고로 죽을수도 있는데 과거가지고 와서 울고 계시지마시고요 감각적쾌락이 아닌 즐거운 배움을 가지시거나 운동을 하시거나 마음의 양식을 채워줄 책을 보시던가만나면 내말이 맞네 니말이 맞네 하는 인연보다 함께 삶을 즐겁게 현재와 미래를 꿈꿀수 있는 인연을 가진 사람과 시간을 가지시거나등등지금에 충실하시면 됩니다 그럼 좋은 시간 되시길 바랍니다 질문자님의 현재의 삶이 행복하지 못한다면 가장 먼저 보게되는 것은 과거의 어떠한 기억들입니다 과거를 덮어두거나잊으려고 하면 할수록 힘드시다면 그러시지 않으셔도 됩니다 누군가를 마음속에서 지울수는 있지만 사랑은 잊혀지지 않는다는 영화대사가 있습니다 그때에 좋았던 추억 감정 사랑했던 기억들을 그곳에 남겨두셔도 됩니다 그때에 비로소 새로운 사랑을 시작할 용기도 힘도 생겨나실 수 있습니다,0,3
474,경제적으로 많이 어려워서 그러는건가요 그럴 때는 남친이 돈은 그만큼 충분하지 않아도 질문자분이 곁에 함께 하고 있다는 사실을 떠올리게 해주세요 그래 나는 이렇게 사랑스러운 여친이 있지 하는 생각이 들게요,0,3
477,저는 같이 슬퍼해줄것 같습니다그친구 기분에 맞게 대답해주시고 수긍도 해주시면괜찮을껏 같습니다만 안녕하세요 인천시청소년상담복지센터입니다 님께서 친구를 생각하는 마음이 정말 이쁜것 같아요 님께서 쓰신 가지 방법으로 친구의 우울한 기분을 충분히 풀어줄 수 있을거라 생각이 드네요 여기서 좀 더 확실하게 힘을 주려면 진심으로 공감해주고 그 친구가 왜 우울해하고 힘든지이야기를 들어주는 것입니다 기분을 풀어주기 위해서 선물과 편지 같이 있어주는 것도 좋지만 왜 그런지 속마음을 대화로알아보고 님께서 생각하는 내용을 이야기하면서 소통이 된다면 발전적이지 않을까 생각이 듭니다 무엇보다 중요한 것은 지금처럼 친구를 아끼고 소중히 생각하는 마음입니다 이렇게 따뜻한 마음을 친구에게 전달이 잘 된다면 금방 풀어질거에요 친구와의 우정도 깊어지고 님 자신도 발전할 수 있는 계기가 되길 바랄게요 감사합니다,0,1
479,너무 우울할때는 정말 슬프거나 우울한 음악이 오히려 시원해질수도 있죠 아니면 또 정반대로 신나고 방방뜨는 음악을 듣는것이 해결책일수 있슴니다 본인의 취향에 맞게 음악을 들어보세요 화장을 해요 레시바 이어폰 을 꽂고 좀 쎈 음악 메탈 종류 볼륨 만빵으로 즐깁니다 아니면 친구 하나 붙잡고 같이 노는것도 괜찮을듯 술도 마시고 한다든가 마음맞고 잘노는 친구라면 노래방도 좋죠 지금 당장은 무리일려나 밤이라 밖에나갈수도없고 우울하다 그럴때 저는 울면서 막먹습니다 스트레스해소엔 이두가지가 최고죠벗뜨 다음날 거울앞에 서지마세요 충격받음,0,1
480,당연히 잇죠 여자분들은 의외로 사소한거에 감동을 많이받습니다 요즘 향같은게 직빵인데 향같은걸루 사주세요 향은 인터넷에 가면 종유별로 설명도 많습니다 부디 잘되시길 여자들은 로맨스를 꿈꾸는 작은 소녀죠 가끔 가다 아무생각 없이 걷다보면 우울하고 자기도모르게 슬퍼집니다 좀 친하거나 호감이 가는 친구에게 그런 말을 할수도있겠죠 그때는 바로바로 위로를 해줘야되요 그걸로 나우울해 이러는걸 언제까지나 질질 끌고갈순 없잖아요 그냥 그때바로 야 나도우울해너 그런말 하니깐 내가더 우울해진다 너 혹시 그날 에이 니가 우울해할때도있냐 너 자세히 보니깐 이쁜 여자애 닮았다 모 슈렉닯았다등 그런걸로 웃길수도있고요작은 소품도좋죠 뭐 마술도 강추 일단 그건좀 평소와 다른 행동을 보이면 그 여자분도 아 제가 내기분을 좀 풀러주려고하나보다생각하면서 우울한게 날아가죠 그럼 화팅 감사내공 좀,0,1
484,펑펑우세요취미 생활을 하시거나 평소에 안 하는 것들을 해버시는 건 어떠세여 저는 큰 소리로 소리지르면 기분이 좋아질 때도 있더라구여 무슨 일인지는 모르겠지만 오늘내일 행복하게 즐기셨으먄 좋겠습니다 맛있는 거 드세요 가끔씩 친구들과 같이 멀리 여행도 가시면서 자신만의 취미생활을 하나 만들어보세요저는 스트레서에서 우울감이 나오더라구요보통의 스트레스는 노래방가기큰 스트레스엔 몰입 할 수 있는 책읽기극한 스트레스에는타이핑을 해요 그냥 스트레스의 원인을 주저리주저리 적어가며 찾아가거나 원인을 찾았다면 뇌에서 나오는 말 그대로 문맥없이 아무말을 적어요 계속 그럼 좀 후련하더라구요,0,2
487,저도 그래요 자꾸만 안 좋은 상황이 닥치고 고난의 연속이네요 공부해야 하는데 무기력증이 낫질 않고요 월 일 같은 게 무슨 의미가 있나 싶지만 우리도 새해라고 새로운 마음가짐으로 다시 시작하려는 사람들 틈에 슬쩍 휩쓸려서 힘내 봐요안녕하세요 인천시 청소년 상담복지센터입니다 써주신 글 잘 읽었습니다 우울한 기분이 들어서 글을 남기셨네요 이야기를 나눌 강아지도 죽고 친구도 엄마도 없어서 우울하고 이런 이야기를 나눌 사람이 없다면누구라도 우울할 것 같습니다 이런 상황에서 우울한 것은 창피한 일이 아니라고 생각합니다 그러나 우울한 기분이 오래 지속되면 정신적으로 좋지 않기 때문에 우울한 마음을 털어버릴 자신만의 방법을 몇가지 가지고 있으면 좋을 것 같습니다 운동을 한다든지 가까은 산에 올라 큰소리를 외쳐보는 것은 어떨까요 기분을 좋게 하는 음악을 듣거나 코믹한 영화를 보는 것도 좋을 것 같습니다 이러한 방법으로 기분을 가볍게 해야 공부하는데 집중도 되고 기억도 오래 됩니다 힘든 수험생활 지혜롭게 잘 극복하셔서 좋은 결과로 웃으며 올해 연말을 맞으시길 바래요 고민이 있어서 혼자 해결하기 힘들다고 느낄 때 이야기를 들어주실 선생님들이 계시는교내 위클래스 지역 내 청소년 상담복지센터 청소년 상담전화 청소년사이버상담센터 채팅상담을 이용하여 상담을 받아보시는 것도 좋을 것 같습니다 도움이 되었나요 고민이 있을 땐 시간 무료로 운영되는 청소년 상담전화 지역번호 로 전화주세요 감사합니다,0,1
488,안녕하세요 하이닥 네이버 지식 상담의 박종원 입니다 먼저 언급하신 문제는 자율신경 기능이상이라고 할 수 있으며척추 주변의 긴장이 잠재되어 있는 경우가 흔합니다 두번째의 문제는 수면과 각성단계에 따른 문제일 수 있습니다 약에 의해 영향이 있을 수 있지만어떻게 하면 더 좋을지는 지침을 드리기는 어렵습니다,0,1
491,숨고르기 연습을 합니다 생각을 정리 합니다 수면을 취 합니다 그리고 맛있는 것 먹기 입니다과거에 있었던 일을 더이상 후회하지 마시고 흘려보내세요 그리고 현재 할수 있는 일을 최선을 다해 해보시기 바랍니다 안녕하세요 답변드립니다 후회할 때나 우울할 때는 정말 힘들고 어렵습니다 하지만 그럴 때에도 조금씩이라도 나아갈 수 있는 방법이 있습니다 함께 알아보도록 하겠습니다 감정을 받아들이기 후회나 우울함은 자연스러운 감정입니다 이를 거부하지 말고 스스로에게서 나오는 감정이라는 걸 받아들이세요 그리고 이 감정들을 너무 심하게 비판하지 않고 이해해보세요 스스로에게 친절하게 대해주는 것이 중요합니다 원인을 파악하기 후회의 원인이 무엇인지 파악해보는 것이 도움이 됩니다 어떤 행동이나 결정 때문에 후회되는지 생각해보세요 그리고 그 원인에 대해 깊이 생각해보는 시간을 가져보세요 이를 통해 앞으로 비슷한 상황에서 더 나은 선택을 할 수 있을 것입니다 배움과 성장으로 바꾸기 후회되는 일이 있었다면 그것을 비판하는 것보다는 배움과 성장으로 바꿀 수 있는 기회로 삼아보세요 그 경험으로부터 무엇을 배웠는지 어떻게 발전할 수 있는지 고민해보세요 후회를 통해 더 나은 사람으로 성장할 수 있습니다 지원 체계를 활용하기 후회나 우울할 때는 혼자서 해결하기 어려운 경우가 많습니다 이럴 때는 가족이나 친구들에게 도움을 청하거나 전문적인 도움을 받아보는 것도 좋은 방법입니다 심리상담사나 심리치료사의 도움을 받아보는 것도 고려해보세요 긍정적인 마인드셋 유지하기 후회나 우울함에 빠지면 부정적인 생각에 사로잡히기 쉽습니다 하지만 가능한 한 긍정적인 마인드셋을 유지하는 것이 중요합니다 자신에게 긍정적인 말을 하고 작은 성취들을 인정해주는 것이 도움이 될 수 있습니다 목표를 설정하고 그에 맞는 작은 단계들을 이루어가는 것도 좋은 방법입니다 자기 돌봄에 시간 투자하기 후회나 우울함은 종종 스트레스와 연관되어 있습니다 그러므로 자기 돌봄에 시간을 투자하는 것이 중요합니다 충분한 휴식과 수면을 취하고 건강한 식단을 유지하는 것도 도움이 될 수 있습니다 또한 취미나 운동 등 스트레스 해소를 돕는 활동들에도 시간을 내보세요 도움을 받아야 한다면 받기 후회나 우울함은 혼자서 이겨내기 어려울 때가 많습니다 이럴 때는 자신의 상태를 이해해주고 도움을 줄 수 있는 사람들에게 도움을 청하는 것이 중요합니다 가족 친구 전문가들이 항상 당신을 돕고 지원해줄 준비가 되어있습니다 후회와 우울함은 모두 삶의 일부분입니다 그러나 이를 극복하고 성장하는 것도 가능합니다 조금씩 나아가기 위해 위의 단계들을 따라가보세요 어려운 시기에는 항상 누군가가 도움을 줄 준비가 되어있습니다 절대로 혼자서 해결하려고 하지 마세요 계속해서 전진해나갈 수 있을 것입니다 힘내세요 도움 되시기 바랍니다,0,1
493,우울한 분위기를 겪을 때는 정말 힘들고 피하고 싶은 마음이 들 수 있습니다 하지만 우울한 상황을 피하는 것은 어려운 일이며 삶에서 우울한 순간들은 피할 수 없는 현실입니다 그러나 이런 상황을 극복하는 방법을 찾을 수 있습니다 자신의 감정을 인정하고 받아들이기 우울한 감정을 느끼는 것은 자연스러운 일입니다 그 감정을 부정하거나 숨기지 말고 자신의 감정을 인정하고 받아들이는 것이 중요합니다 자기 돌봄에 집중하기 우울한 상황에서는 자기 돌봄이 필요합니다 스트레스를 푸는 활동을 찾거나 휴식을 취하고 몸과 마음을 편안하게 해주는 것이 도움이 될 수 있습니다 지지를 받을 수 있는 사람들과 이야기하기 가족이나 친구 심리상담사와 이야기를 나누는 것은 큰 도움이 될 수 있습니다 자신의 감정을 털어놓고 공감을 받을 수 있는 사람들과 소통하는 것은 치유 과정에 도움이 됩니다 긍정적인 생각과 행동 유지하기 우울한 상황에서도 긍정적인 생각과 행동을 유지하는 것이 중요합니다 자신에게 긍정적인 말을 해주고 작은 성취를 인정해주는 것이 도움이 될 수 있습니다 전문가의 도움을 받기 만약 우울한 감정이 지속되거나 심각한 정도라면 전문가의 도움을 받는 것이 좋습니다 정신건강 전문가들은 적절한 치료와 조언을 제공해줄 수 있습니다 우울한 상황을 극복하는 것은 시간이 걸릴 수 있습니다 하지만 자신의 감정을 인정하고 돌봄해주며 지지를 받을 수 있는 사람들과 함께 이겨낼 수 있을 것입니다,0,1
495,여자친구에게 사랑을 베풀고 끝까지 무슨말이든 잘 들어주세요뭐때문인지 물어봐주고 혼자있고 싶을 수도 있으니의견을 존중해 주세요혹시나 단거 먹으면 기분이 좋아질수 있으니같이 디저트 먹으러 가도 좋고 조각케잌 사다줘도 좋아할것 같아요나 우울해는 요청한 건 아니지만 돌려서 위로 받고싶다는 마음을 표시한 거라고 보셔야 합니다 쉬운 방법은 초코렛등을 주면서 단거 먹으면 기분좋아지니까 기분 좀 나아지라고 가져왔어 하면서 주시면 됩니다 좋아할거에요,0,2
498,사춘기 때 흔히 겪는 일이에요 일단 질문자님만 그런 게 아니라는 걸 알려주고 싶어요 우울할 땐 울어도 되고 억울하고 화가 나면 화를 내도 돼요 그치만 너무 터무니 없는 일에 화내거나 정도가 지나치면 안 되겠죠 너무 힘들면 스트레스를 풀 곳을 찾는 게 가장 좋은데 저는 사춘기 시절 스트레스 받고 힘든 날 산책을 하거나 운동을 했어요 사람마다 다르겠지만 질문자님한테 맞는 스트레스 해소법이 있을 거에요 화가 나면 화가 나는 걸 메모장에 적어보고 일단 화를 다스려 보세요 감정을 가라앉힌 후에 다시 생각했을 때 정말 이건 아니다 싶으면 그때 가서 얘기하는 겁니다 사춘기 시절은 정말 나도 힘들고 주변 사람도 힘든 그런 시기라고 생각해요 질문자님이 힘든 거 너무 공감이 되고 이해가 갑니다 시절을 너무 비관적으로 보지 말고 다들 겪는 일이고 스쳐가는 시절이니까 본인을 더 사랑해 주세요 본인을 더 예쁘게 봐주고 사랑 받고 싶다는 생각 이전에 나를 먼저 사랑해 주세요 사춘기에 급격한 호르몬 변화는 사실 별 수 없습니다 감기 바이러스 처럼 스치듯 휘몰아치는 학생들도 있고 왔는지도 모르고 지나치는 학생들도 있습니다 본인이 인지하는 부분을 개선을 하려고 하는 의지는 있어야겠죠 잘못된 부분을 사춘기라는 과정으로 정당화 시키면 안된다는 것이죠 물론 다 제어하라는 것은 아닙니다 당연히 감정제어가 다 되지도 않을것이고 최소한의 예의적인 분들은 본인이 선을 넘지 않게 한번 더 생각하면 더 윤활하게 넘길 수 있지 않을까 싶네요 그 또한 지나갑니다,0,4
504,그럴때는 예수님께 기도하세요솔직하고 절실하게안녕하세요 질문자님 정말 힘드시겠지만 조금만 더 버텨주셨으면 합니다 그러면서 계속 상담도 진행해보시고 상담할 때 자세하게 이야기하여 전문가의 도움을 받으시는 것이 좋습니다 또한 필요하다면 약물치료도 같이 진행하시는 것이 좋을 것 같습니다 심리적인 이유도 있지만 신체의 호르몬 등의 영향으로 인한 것도 있기 때문에 그런 경우 약물치료가 꼭 필요하거든요 질문자님께서 지금의 힘든 것들 아픈 것들을 이겨내셔서 보다 살아간다는 것이 즐거우실 수 있으시길 바랍니다,0,1
511,아직 학생이시면 긴장이 풀리셔서 그런거일수도 있으시고 뚜렷하게 자신이 재밌진 않더라도 흥미롭게 할수 있는 취미를 찾으시는게 도움이 많이 될거 같아요 안녕하세요 청소년사이버상담센터입니다 시험 중에는 활기차고 나름 기대되는 면도 있었는데 막상 시험이 끝나니 마음이 공허해지면서 우울해지기도 하네요 평소 좋아하던 것을 하는 것에도 마음이 안 기울여지는데이런 마음을 어떻게 이해하고 풀어가야할지 고민이 되어 글을 남겨준 것 같아요 어쩌면 시험을 목표로 부지런히 달려가는 과정에서의 에너지로 앞으로 무얼 해봐야지 하는 생각도 해볼 수 있었던 건 아닐까요 그러면서 그 목표점을 도달하고나니 더는 달려야할 곳도 안 보이고 달리지 않아도 되다보니그 상황이 공허하게 느껴지는건 아닐까 싶기도 해요 평소 쉼이 익숙치 않아서이거나 혹은 시험을 치루고 난 뒤의 소진감이 우울감으로 연결되는 것일 수도 있답니다 지쳐있을때는 잘 쉬는 것이 필요한데 이때 쉬는 방법이 꼭 아무것도 하지 않고 가만히 있는 것이 될 수도 있지만 그보다는 자신에게 맞는 방식으로 쉼을 가져봐야할 것 같아요 그리고 가장 기본적으로 잘 먹고 잘 자고 적당히 활동을 하는지를확인해봐야할 것 같아요 이 부분에서 뭔가 하나가 채워지지 않을 경우 다른 것을 할 힘을 내기가 어려워지는 면도 있으니까요 참고로 고민이 있을땐 전화상담이나 카카오톡상담 카카오톡에서 청소년상담 검색 후 채널추가 문자상담 수신자를 로 입력 아래 주소의 사이버상담센터에서 언제든 고민을 나눌 수 있답니다 그럼 답변이 도움이 되길 바랄께요 청소년사이버상담센터 컴슬러 드림 이 답변 글은 청소년사이버상담센터 컴슬러가 작성하였습니다 고민상담을 더 받고 싶은 경우 일 시간 열려있는 청소년사이버상담센터 로 찾아오세요,0,1
513,평소에 우울하거나 슬퍼도 저는 친구 만날때나 게임을 할때면 슬픈 감정을 잊게 되더라고요 작성자님 친구도 그런지는 모르겠지만 어쨌든 작성자님 마음이 가장 중요한거죠 작성자님 친구분도 어떻게보면 자신의 슬픈 감정을 대놓고 티내면서 남한테 부담을 주는것일수도 있고 아니면 관심을 더 받고 싶거나 진짜로 누가 알아줬으면해서 올리는 걸수도 있어요 어찌됐든 저라면 친구가 얼마나 소중한지에 따라 다를것 같아요 작성자님이 친구를 걱정해주거나 위로 해주실수도 있어요 그래도 자해하는걸 펑에 올리기 까지 해야하나 싶어요 친구분은 자해 행위를 무겁게 여기실까요 작성자님이 그친구와 더 지내고 싶으시면 친구분을 이해해 주셔야 할것 같아요 굳이 이해해주시지 않아도 잘지낼수 있다면요 그친구와 멀어지고 싶으시면 다른 친구들에게 간식을 주신다던가 하면서 다른 친구들과도 친해져 보세요 진정 그 친구가 이상하다 해도 진짜 친구는 그딴거 신경 안써요 저는 작성자님이 마음이 블편하지 않으셨으면 좋겠어요 화이팅,0,2
514,인터넷애서 이벤트를 해주세요,0,1
515,할 일이 너무 많아서 더 그래요 막막하니까요 여기서 이럴게 아니라 마음에 감기가 든거예요 병원을 다녀오세요 치료를 받아야해요 내가 아니면 누가 날 돌봐주나요 해야할 거 생각하면 더 우울해지니깐정말 단순하게 좋아하는거 해보는거 어때요 음 움직이기도 싫죠 그 맘 잘 알아요그렇지만 당신 인생이 망한건 아니에요그냥 그런 날도 있는 거죠 아무것도 망하지않았어요 의욕이 없다고해서 당신의 가치가 사라지는건 아니에요지금은 잠시 우울한시기가와서 모든 생각이부정적으로 작용하는것 같아요만날사람이 있다면 같이 밥 먹으면서 힘든일 털어보는 것도 생각보다 도움이 되고요 나가서 좋아하는 노래 들으면서 산책하면서 맛있는것도 먹고 다 귀찮으면 욕조에 물 채워서 생각만 계속 하는 것도도움이 돼요 아니면 글로 지금 감정이 어디서 왔는지어떻게하면 기분이 좋아질지 고민해보는 것도 좋구용폰없이 생각해보면 더 도움이 될 거예요 뭔가 저랑 비슷한거같아서 진심으로 도움주고싶어요 너무 우울하지않았으면 좋겠어요 진심으로아무것도 하지 않아도 괜찮아요 일어날 힘은 언제든 꼭 생길거니깐 그리고 그 힘이 지속되지않더라도 나약해서가 아니란걸알아주세요 조금만 변화해도 대단한거니깐,0,3
516,복싱하세요 나아집니다 안녕하세요 마인드원 심리상담센터입니다 질문자님은 우울하고 힘들때의 극복 방법이 궁금하신가요 우선 우울증의 증상에 대해서 설명을 해드리게요 하루의 대부분 거의 매일 우울한 기분이 지속 거의 모든 일상활동에 대한 흥미나 즐거움이 뚜렷하게 저하 현저한 체중감소나 증가 또는 식욕감소나 증가가 거의 매일 불면이나 과다수면 안절부절못함 피로감이나 활력상실 무가치함이나 과도하고 부절적함 죄책감 사고력이나 집중력의 감소 또는 우유부단함 번 필수 그 외 가지 이상의 증상이 거의 매일 주이상 나타날 때 우울증이라고 진단하게 됩니다 가벼운 우울증인 경우는 운동이 효과가 있다고 알려져있습니다 이밖에 요가나 명상 도 도움이 되고 허브차도 도움이 됩니다 라벤더는 심신을 안정시키는 작용을 하고 우울한 경우에는 쟈스민도 좋다고 알려져있습니다 그 외 질문자님이 좋아하는 일을 하는것이 스트레스 해소하는 방법이 아닐까생각합니다 음악듣기 산책하기 친구들과 수다 떨기 맛있는 음식 먹기등등 여러 가지가 있을것입니다 하지만 가벼운 경우가 아니고 심각한 수준이라면 전문가의 도움을 받으셔야합니다 자신만의 해소법을 찾아내어 해 보시고 그래도 일상생활에 지장이 생길 정도이면 전문기관을 찾으시는 게 가장 빠른 방법입니다 우울증의 원인이나 상담을 원할경우는 심리치료를 할수있는상담센터를 방문하시는것이 바람직할것 같습니다 도움이 되었으면 하는 마음에 비슷한 어려움을 가지고 계신 분들의 상담후기 첨부해드립니다 우울증,0,1
519,이겨내려고 알바라도 해보면서 움직여보세요 그리고 다른 사람들의 기대가 부담스러울 수 있어요 근데 그것은 다른 사람을 의식하고 그 사람의 기대를 맞춰줘야지라는 생각이 없지않아 있으신 것 같아요 그 사람들 신경쓰지 마세요 약간 기대를 하든가 말든가라는 식의 생각을 하면서 자기 할일만 하는 거죠 그리고 트라우마 정말 극복하는게 오래걸리고 감정소모가 커서 힘들죠 어떤 트라우마인지는 모르겠지만 자기 삶을 열심히 살면 어느순간 잊혀져요 그러다 그 트라우마가 올지도 모르죠 하지만 그걸 극복하려면 정면으로 부딪혀보거나 병원에서 치료하는 방법 밖에 없어요,0,3
520,자신이 좋아하는 것 등을 위주로 하셔서 한번 해 보시는것도 좋으실것 같아요 채택 부탁 드려요,0,2
